date,spot,vol_factor,0-3M,3M-6M,6M-1Y,1Y+,total_parallel,sum_buckets,interaction
2026-03-16,669.030029296875,0.8772237097586562,0.0,0.0,-2111821.222438116,3992487.268321519,1880666.0458834143,1880666.0458834027,1.1641532182693481e-08
2026-03-17,670.7899780273438,0.8533970547100624,0.0,0.0,-2124716.197645408,3957301.314970036,1832585.1173246163,1832585.117324628,-1.1641532182693481e-08
2026-03-18,661.4299926757812,0.9087436932397918,0.0,0.0,-2042727.988801786,4158249.525137519,2115521.536335745,2115521.536335733,1.210719347000122e-08
2026-03-19,659.7999877929688,0.8835273263573316,0.0,0.0,-1127679.8209246888,3308515.907970979,2180836.087046284,2180836.08704629,-5.587935447692871e-09
2026-03-20,648.5700073242188,0.9718839566426742,0.0,3273137.637202826,-4098640.4165550307,3323619.5647179848,2498116.785365774,2498116.78536578,-6.05359673500061e-09
2026-03-23,655.3800048828125,0.9828114877129098,0.0,3164013.3350142743,-4185596.425148117,3305734.907265415,2284151.817131572,2284151.8171315724,-4.656612873077393e-10
2026-03-24,653.1799926757812,0.9571049551311287,0.0,3174766.187606787,-4111612.4589315383,3304985.5946352123,2368139.323310484,2368139.323310461,2.3283064365386963e-08
2026-03-25,656.8200073242188,0.9397741455248695,0.0,3112695.6570339445,-4146647.630730062,3295206.162890047,2261254.1891939472,2261254.1891939295,1.7695128917694092e-08
2026-03-26,645.0900268554688,1.0307452456243225,0.0,3262674.107260309,-3985261.6780544166,3304773.963398224,2582186.392604111,2582186.392604117,-5.587935447692871e-09
2026-03-27,634.0900268554688,1.100115898222917,0.0,3352509.190313681,-3792013.1781073287,3291739.051118778,2852235.063325148,2852235.0633251304,1.7695128917694092e-08
2026-03-30,631.969970703125,1.0703559180346167,0.0,3335111.516667221,-3673144.3088170025,3277326.845685311,2939294.0535355243,2939294.05353553,-5.587935447692871e-09
2026-03-31,650.3400268554688,1.290013514746897,0.0,3203148.574049736,-4198207.634319435,3287356.944993208,2292297.8847235264,2292297.884723509,1.7229467630386353e-08
2026-04-01,655.239990234375,1.2667220753712338,0.0,3140065.171228419,-4252274.448008678,3278981.4139588852,2166772.1371786087,2166772.1371786264,-1.7695128917694092e-08
2026-04-02,655.8300170898438,1.2283684897624574,0.0,3115645.034000097,-4221069.439657842,3274234.5457547167,2168810.1400969666,2168810.1400969718,-5.122274160385132e-09
2026-04-06,658.9299926757812,1.197606166352514,0.0,3031482.2099663722,-4190876.4729209184,3254099.3240681533,2094705.0611136132,2094705.0611136071,6.05359673500061e-09
2026-04-07,659.219970703125,1.1611818766656228,0.0,3008549.3706673267,-4153568.282563321,3249870.877289044,2104851.9653930445,2104851.96539305,-5.587935447692871e-09
2026-04-08,676.010009765625,1.3114339548577862,0.0,2841837.719381647,-4461821.0884901695,3206374.5695401216,1586391.2004315993,1586391.2004315993,0.0
